date,hf_mom_pct,hf_growth_factor,hf_yoy
2017-05-29,-0.116186,109.719263,
2017-05-30,-0.038038,109.677527,
2017-05-31,0.609092,110.345565,
2017-06-01,0.241861,110.612447,
2017-06-02,-0.198645,110.392721,
2017-06-05,-0.458564,109.886500,
2017-06-06,-0.019932,109.864597,
2017-06-07,0.042017,109.910759,
2017-06-08,1.806756,111.896578,
2017-06-09,1.069010,113.092763,
2017-06-12,-0.905678,112.068508,
2017-06-13,-0.687249,111.298318,
2017-06-14,-1.009107,110.175199,
2017-06-15,0.029086,110.207244,
2017-06-16,-0.018969,110.186338,
2017-06-19,0.789616,111.056388,
2017-06-20,-0.595221,110.395357,
2017-06-21,0.879848,111.366668,
2017-06-22,0.281631,111.680312,
2017-06-23,0.373337,112.097256,
2017-06-26,0.058645,112.162995,
2017-06-27,0.626569,112.865774,
2017-06-28,0.491209,113.420180,
2017-06-29,0.405762,113.880397,
2017-06-30,0.535820,114.490591,
2017-07-03,-0.740685,113.642577,
2017-07-04,-0.320107,113.278799,
2017-07-05,-0.584018,112.617231,
2017-07-06,-0.218230,112.371466,
2017-07-07,-0.174979,112.174839,
2017-07-10,0.010045,112.186107,
2017-07-11,0.639814,112.903889,
2017-07-12,0.270732,113.209556,
2017-07-13,-0.319735,112.847585,
2017-07-14,0.917018,113.882418,
2017-07-17,1.040513,115.067379,
2017-07-18,-0.159588,114.883745,
2017-07-19,-0.482555,114.329367,
2017-07-20,0.092752,114.435410,
2017-07-21,0.181497,114.643106,
2017-07-24,0.202713,114.875502,13.867877
2017-07-25,2.452687,117.693039,16.873451
2017-07-26,0.668607,118.479942,18.118651
2017-07-27,0.329024,118.869769,18.238440
2017-07-28,0.278540,119.200869,19.041312
2017-07-31,0.381964,119.656173,18.693519
2017-08-01,-0.339791,119.249592,17.938991
2017-08-02,0.330837,119.644113,19.824910
2017-08-03,-0.244975,119.351015,19.256022
2017-08-04,0.169350,119.553136,18.767143
2017-08-07,0.552097,120.213186,19.931353
2017-08-08,0.698324,121.052663,20.081158
2017-08-09,-0.263542,120.733639,19.833320
2017-08-10,-0.743163,119.836392,19.897446
2017-08-11,0.369664,120.279385,21.118154
2017-08-14,-0.303634,119.914175,22.095454
2017-08-15,0.068622,119.996463,22.197411
2017-08-16,1.777021,122.128825,24.067381
2017-08-17,-0.872232,121.063579,23.191323
2017-08-18,-0.143361,120.890021,23.240370
2017-08-21,1.091517,122.209555,24.175529
2017-08-22,0.145888,122.387844,24.204482
2017-08-23,0.118035,122.532305,24.772745
2017-08-24,1.287017,124.109316,26.004220
2017-08-25,-0.004036,124.104308,26.127530
2017-08-28,-0.042861,124.051116,25.874414
2017-08-29,1.091768,125.405466,26.536998
2017-08-30,-0.440611,124.852915,26.466341
2017-08-31,0.614430,125.620049,27.276724
2017-09-01,0.384411,126.102947,28.259216
2017-09-04,1.006932,127.372718,27.617358
2017-09-05,-0.744760,126.424096,26.539108
2017-09-06,0.693372,127.300686,27.527842
2017-09-07,-0.006926,127.291869,27.516871
2017-09-08,-2.619851,123.957012,24.552524
2017-09-11,1.037609,125.243201,25.734747
2017-09-12,-0.944157,124.060709,23.433122
2017-09-13,-1.422766,122.295615,21.570300
2017-09-14,-0.702032,121.437061,20.990340
2017-09-15,-0.235934,121.150550,21.597482
2017-09-18,0.418982,121.658149,21.415053
2017-09-19,-0.037375,121.612679,21.782105
2017-09-20,0.024204,121.642113,20.590852
2017-09-21,-0.950233,120.486230,20.360179
2017-09-22,0.319884,120.871646,21.365745
2017-09-25,-0.256896,120.561132,21.079231
2017-09-26,-0.588374,119.851782,21.080641
2017-09-27,0.258095,120.161114,20.900092
2017-09-28,1.203516,121.607272,21.094252
2017-09-29,-0.432724,121.081049,20.787260
2017-10-02,-0.089042,120.973236,21.056145
2017-10-03,0.247858,121.273078,22.792357
2017-10-04,-0.095226,121.157595,23.348478
2017-10-05,2.036903,123.625458,25.389681
2017-10-06,-0.844979,122.580849,24.630900
2017-10-09,0.091890,122.693489,24.828071
2017-10-10,0.925704,123.829268,26.176710
2017-10-11,0.764844,124.776368,27.432057
2017-10-12,0.603913,125.529909,27.801284
2017-10-13,-0.155262,125.335008,25.839375
2017-10-16,2.313293,128.234374,28.089602
2017-10-17,-0.919012,127.055885,26.636033
2017-10-18,-0.776926,126.068755,24.987055
2017-10-19,-0.210415,125.803488,24.605122
2017-10-20,0.205253,126.061703,23.940996
2017-10-23,0.510631,126.705413,24.873364
2017-10-24,0.866238,127.802983,24.972489
2017-10-25,-0.394856,127.298345,24.117127
2017-10-26,-0.334866,126.872066,22.046317
2017-10-27,-1.579959,124.867540,18.110149
2017-10-30,0.104575,124.998121,15.923723
2017-10-31,0.118023,125.145647,13.421899
2017-11-01,0.617560,125.918496,14.872052
2017-11-02,-0.003977,125.913488,14.746074
2017-11-03,-0.500620,125.283140,14.733429
2017-11-06,0.997592,126.532955,16.840711
2017-11-07,-1.646413,124.449700,14.828992
2017-11-08,0.432511,124.987958,15.876922
2017-11-09,-0.365831,124.530714,13.642699
2017-11-10,-0.301922,124.154729,12.713024
2017-11-13,1.080635,125.496388,11.774720
2017-11-14,-1.170304,124.027699,9.370479
2017-11-15,-0.178792,123.805948,8.481570
2017-11-16,0.008883,123.816946,8.947362
2017-11-17,0.584248,124.540344,11.427713
2017-11-20,0.257349,124.860848,11.139889
2017-11-21,0.843771,125.914387,11.967091
2017-11-22,-0.054154,125.846200,12.096826
2017-11-23,0.257442,126.170180,10.469238
2017-11-24,0.586525,126.910200,11.775695
2017-11-27,-1.012756,125.624909,11.459345
2017-11-28,-1.245130,124.060716,10.693470
2017-11-29,-0.733155,123.151158,9.441729
2017-11-30,0.308651,123.531266,10.684995
2017-12-01,0.595312,124.266662,11.854134
2017-12-04,0.122260,124.418590,11.793476
2017-12-05,-3.056925,120.615206,9.040743
2017-12-06,0.086584,120.719640,10.299063
2017-12-07,0.001727,120.721725,12.272278
2017-12-08,0.136317,120.886289,12.324241
2017-12-11,0.986803,122.079198,13.491128
2017-12-12,0.335110,122.488298,13.491361
2017-12-13,0.652259,123.287240,15.114702
2017-12-14,0.390643,123.768853,15.643683
2017-12-15,1.202584,125.257277,16.797897
2017-12-18,0.479808,125.858272,16.303398
2017-12-19,0.085956,125.966455,16.789058
2017-12-20,0.918257,127.123150,17.695537
2017-12-21,0.469251,127.719677,18.484408
2017-12-22,0.857898,128.815381,16.946101
2017-12-25,-0.156380,128.613939,17.451634
2017-12-26,0.173745,128.837400,17.545668
2017-12-27,0.907011,130.005970,18.319631
2017-12-28,0.154799,130.207218,16.411380
2017-12-29,-0.180844,129.971746,15.874019
2018-01-02,-0.451272,129.385220,13.522503
2018-01-03,-0.342971,128.941467,12.565600
2018-01-04,0.209503,129.211603,13.835118
2018-01-05,-0.677162,128.336630,14.110894
2018-01-08,0.054550,128.406638,14.309748
2018-01-09,-0.209668,128.137410,14.239718
2018-01-10,0.333109,128.564248,14.462976
2018-01-11,-0.103722,128.430898,13.646918
2018-01-12,-0.263764,128.092144,11.372664
2018-01-15,1.020513,129.399340,12.350012
2018-01-16,-0.831287,128.323661,12.785844
2018-01-17,-0.302385,127.935629,11.745774
2018-01-18,-0.045618,127.877268,12.368659
2018-01-19,-0.087547,127.765315,11.045158
2018-01-22,0.150516,127.957623,11.122421
2018-01-23,-1.974798,125.430718,9.746050
2018-01-24,2.614780,128.710455,14.242851
2018-01-25,-0.475129,128.098914,12.693251
2018-01-26,-0.154451,127.901064,12.916674
2018-01-29,-0.000603,127.900293,12.238585
2018-01-30,-0.393698,127.396753,11.848280
2018-01-31,-0.137201,127.221963,8.478129
2018-02-01,0.063512,127.302764,8.054840
2018-02-02,-0.518234,126.643038,8.220724
2018-02-05,-0.093220,126.524981,8.062876
2018-02-06,-0.782060,125.535480,8.176282
2018-02-07,-2.403387,122.518376,5.931384
2018-02-08,-0.146721,122.338616,4.747865
2018-02-09,-1.233813,120.829187,3.768864
2018-02-12,1.163186,122.234656,5.229924
2018-02-13,1.776135,124.405708,9.336712
2018-02-14,0.773580,125.368086,9.412282
2018-02-15,0.408946,125.880773,9.455779
2018-02-16,0.015490,125.900272,8.973241
2018-02-19,-0.554957,125.201580,8.030509
2018-02-20,-0.761277,124.248449,8.251924
2018-02-21,0.391513,124.734898,8.471939
2018-02-22,0.369730,125.196081,9.967769
2018-02-23,-0.404675,124.689444,10.689910
2018-02-26,-0.140400,124.514380,11.137588
2018-02-27,-0.729873,123.605583,11.038498
2018-02-28,-0.557576,122.916388,9.966057
2018-03-01,-0.641346,122.128069,8.446479
2018-03-02,0.570244,122.824497,8.578657
2018-03-05,0.195750,123.064926,8.138498
2018-03-06,0.887426,124.157037,8.494632
2018-03-07,0.109804,124.293366,8.166729
2018-03-08,-0.721878,123.396119,8.020008
2018-03-09,1.505784,125.254198,11.275767
2018-03-12,0.294969,125.623659,10.912755
2018-03-13,0.072162,125.714312,10.619410
2018-03-14,0.147238,125.899411,11.208021
2018-03-15,-0.681181,125.041809,10.670431
2018-03-16,-0.430909,124.502992,8.991461
2018-03-19,-0.669343,123.669639,8.201299
2018-03-20,-0.914584,122.538576,7.278402
2018-03-21,0.668441,123.357674,8.604870
2018-03-22,-1.037840,122.077419,8.917142
2018-03-23,-1.046815,120.799495,7.748832
2018-03-26,-0.595683,120.079912,5.363242
2018-03-27,0.447151,120.616851,6.480442
2018-03-28,0.322752,121.006144,7.187128
2018-03-29,0.766738,121.933945,9.296993
2018-03-30,-0.124968,121.781566,9.128769
2018-04-02,0.025889,121.813093,11.231761
2018-04-03,0.734532,122.707849,11.080233
2018-04-04,-1.566249,120.785939,9.618355
2018-04-05,1.338348,122.402475,10.896389
2018-04-06,-0.835725,121.379527,11.014589
2018-04-09,1.044217,122.646993,12.179947
2018-04-10,1.472362,124.452801,12.956258
2018-04-11,-0.660211,123.631150,12.289815
2018-04-12,-0.978607,122.421288,11.130235
2018-04-13,0.051288,122.484076,10.423045
2018-04-16,0.492074,123.086788,10.617667
2018-04-17,0.077048,123.181624,10.866989
2018-04-18,1.841044,125.449452,12.213576
2018-04-19,-0.905824,124.313100,11.311692
2018-04-20,0.248797,124.622387,10.568902
2018-04-23,-0.126917,124.464221,13.228403
2018-04-24,0.755411,125.404438,14.906614
2018-04-25,-0.400955,124.901622,14.318173
2018-04-26,-0.029373,124.864935,15.655526
2018-04-27,-2.205788,122.110679,13.394852
2018-04-30,0.178196,122.328276,13.918892
2018-05-01,-0.640287,121.545024,12.939705
2018-05-02,0.761269,122.470308,13.384533
2018-05-03,0.714152,123.344932,13.451297
2018-05-04,0.200020,123.591646,13.237800
2018-05-07,0.072355,123.681070,13.303815
2018-05-08,-0.282293,123.331928,13.319399
2018-05-09,-0.009719,123.319941,11.733526
2018-05-10,0.997576,124.550152,12.344062
2018-05-11,0.095758,124.669419,12.041638
2018-05-14,-0.494114,124.053410,11.796757
2018-05-15,-0.606727,123.300744,10.875195
2018-05-16,0.592385,124.031159,12.144533
2018-05-17,0.107164,124.164075,12.367893
2018-05-18,-0.426658,123.634319,11.978368
2018-05-21,0.906650,124.755250,12.273688
2018-05-22,0.883890,125.857948,12.912125
2018-05-23,-1.880289,123.491455,11.212776
2018-05-24,0.925670,124.634579,12.593807
2018-05-25,-0.264319,124.305146,12.349073
2018-05-28,0.152645,124.494891,12.459593
2018-05-29,-0.401854,123.994604,10.266302
2018-05-30,0.267891,124.326774,9.470498
2018-05-31,0.088675,124.437022,10.468938
2018-06-01,0.656177,125.253549,11.812593
2018-06-04,1.014280,126.523970,13.835996
2018-06-05,1.096896,127.911807,14.897839
2018-06-06,0.959269,129.138825,15.871507
2018-06-07,0.067095,129.225470,15.152064
2018-06-08,0.529035,129.909119,16.276704
2018-06-11,-0.712406,128.983638,14.685748
2018-06-12,-0.047726,128.922079,14.356775
2018-06-13,0.239361,129.230669,14.223209
2018-06-14,-0.758395,128.250589,13.403296
2018-06-15,-1.568057,126.239547,11.198199
2018-06-18,-0.491951,125.618510,10.215028
2018-06-19,-1.545484,123.677096,8.252536
2018-06-20,0.252588,123.989490,7.970416
2018-06-21,-0.074326,123.897334,8.639504
2018-06-22,0.004509,123.902921,8.964633
2018-06-25,-0.853487,122.845426,8.693213
2018-06-26,0.356727,123.283648,9.267774
2018-06-27,-0.202732,123.033712,9.239968
2018-06-28,-0.377069,122.569789,8.852142
2018-06-29,-0.286340,122.218824,7.927616
2018-07-02,-0.405721,121.722956,7.250703
2018-07-03,-0.993057,120.514178,6.572930
2018-07-04,-1.435796,118.783840,4.213888
2018-07-05,-0.964255,117.638460,2.209817
2018-07-06,-0.462086,117.094869,1.906375
2018-07-09,1.432802,118.772607,3.812734
2018-07-10,-0.840780,117.773991,2.875691
2018-07-11,-2.672699,114.626247,-0.014707
2018-07-12,1.196926,115.998239,0.972605
2018-07-13,0.133103,116.152636,-1.317472
2018-07-16,-0.414040,115.671717,-2.398753
2018-07-17,-0.506229,115.086154,-3.234751
2018-07-18,1.095070,116.346427,-2.423786
2018-07-19,-1.739858,114.322165,-4.560193
2018-07-20,1.195659,115.689068,-3.031256
2018-07-23,-0.355752,115.277502,-3.717934
2018-07-24,2.203389,117.817513,-1.293193
2018-07-25,0.856850,118.827032,-0.609200
2018-07-26,-0.076752,118.735830,-1.236561
2018-07-27,-0.276560,118.407453,-2.209401
2018-07-30,-0.350544,117.992383,-2.296672
2018-07-31,1.718907,120.020563,0.153567
2018-08-01,-2.472168,117.053453,-2.718655
2018-08-02,0.465423,117.598247,-1.950215
2018-08-03,0.620592,118.328053,-1.400139
2018-08-06,-0.911950,117.248959,-4.077690
2018-08-07,0.229053,117.517522,-2.972841
2018-08-08,-0.043255,117.466689,-2.872641
2018-08-09,0.580979,118.149146,-3.378946
2018-08-10,-0.702953,117.318613,-4.230163
2018-08-13,-0.325080,116.937233,-4.673738
2018-08-14,-0.832203,115.964078,-6.788229
2018-08-15,-2.805817,112.710339,-9.630125
2018-08-16,0.932628,113.761507,-8.658949
2018-08-17,0.626132,114.473805,-9.120619
2018-08-20,0.644931,115.212081,-8.036175
2018-08-21,0.592895,115.895167,-8.057581
2018-08-22,-0.927672,114.820041,-9.373257
2018-08-23,-0.622355,114.105452,-10.999454
2018-08-24,1.454073,115.764629,-8.808303
2018-08-27,0.162533,115.952785,-9.336881
2018-08-28,0.773549,116.849737,-8.559383
2018-08-29,-0.677514,116.058064,-6.584421
2018-08-30,0.131777,116.211001,-7.484994
2018-08-31,-0.683690,115.416478,-7.222389
2018-09-03,-0.435782,114.913515,-6.226139
2018-09-04,-1.183444,113.553577,-6.712134
2018-09-05,0.255063,113.843210,-6.221184
2018-09-06,0.494178,114.405798,-6.146329
2018-09-07,-0.748032,113.550007,-6.859790
2018-09-10,0.009267,113.560530,-6.874724
2018-09-11,0.116298,113.692598,-5.803718
2018-09-12,1.733895,115.663908,-4.404056
2018-09-13,0.128420,115.812444,-4.018493
2018-09-14,-0.875726,114.798244,-4.307964
2018-09-17,0.665988,115.562786,-3.901947
2018-09-18,1.770853,117.609234,-3.342922
2018-09-19,-0.212036,117.359859,-3.121521
2018-09-20,0.567671,118.026078,-2.466373
2018-09-21,2.868936,121.412171,0.114628
2018-09-24,-0.332737,121.008187,-0.123393
2018-09-25,-0.662383,120.206649,-2.804416
2018-09-26,-0.018728,120.184137,-1.974576
2018-09-27,-1.401985,118.499174,-3.478330
2018-09-28,1.281070,120.017231,-3.126842
2018-10-01,-0.277416,119.684284,-4.166577
2018-10-02,0.271688,120.009452,-4.497354
2018-10-03,0.728777,120.884054,-3.615837
2018-10-04,-1.083671,119.574069,-6.992364
2018-10-05,-0.305347,119.208953,-6.374917
2018-10-08,0.132226,119.366578,-5.462819
2018-10-09,1.170439,120.763691,-4.088539
2018-10-10,-0.862480,119.722129,-5.159803
2018-10-11,0.713383,120.576206,-4.958284
2018-10-12,0.183328,120.797256,-5.637631
2018-10-15,-0.600700,120.071627,-5.844505
2018-10-16,0.153824,120.256326,-5.355372
2018-10-17,-0.409697,119.763640,-4.173336
2018-10-18,-1.585844,117.864375,-5.876410
2018-10-19,1.059049,119.112616,-4.940884
2018-10-22,-0.414080,118.619394,-5.971484
2018-10-23,-0.526640,117.994697,-6.495538
2018-10-24,0.387758,118.452232,-5.606653
2018-10-25,0.251261,118.749856,-6.348356
2018-10-26,-0.007890,118.740486,-4.696130
2018-10-29,-0.267475,118.422885,-5.395541
2018-10-30,-1.549519,116.587900,-6.590688
2018-10-31,-0.342182,116.188958,-6.631079
2018-11-01,1.652374,118.108833,-6.067046
2018-11-02,1.786174,120.218463,-3.119431
2018-11-05,-1.233098,118.736052,-4.181243
2018-11-06,0.141758,118.904370,-4.048468
2018-11-07,0.281398,119.238964,-4.350014
2018-11-08,-0.000310,119.238594,-4.607342
2018-11-09,-0.328231,118.847216,-5.776344
2018-11-12,0.040128,118.894906,-5.682056
2018-11-13,0.431607,119.408066,-5.508488
2018-11-14,1.009089,120.612999,-5.089268
2018-11-15,1.031024,121.856548,-3.045604
2018-11-16,0.778096,122.804709,-1.017573
2018-11-19,-0.344356,122.381824,-0.626666
2018-11-20,-1.635810,120.379890,-2.584179
2018-11-21,1.063965,121.660690,-2.119381
2018-11-22,0.113415,121.798671,-2.128216
2018-11-23,-1.578782,119.875736,-0.614969
2018-11-26,-0.272039,119.549627,-0.973926
2018-11-27,-0.402054,119.068973,-1.378517
2018-11-28,1.574716,120.943972,0.047705
2018-11-29,-0.694669,120.103812,-1.631353
2018-11-30,-0.244529,119.810124,-2.210731
2018-12-03,0.693919,120.641509,-2.169350
2018-12-04,-0.871779,119.589782,-3.434833
2018-12-05,0.141688,119.759227,-4.488655
2018-12-06,-0.501806,119.158268,-5.470385
2018-12-07,0.247615,119.453322,-5.308995
2018-12-10,-0.559888,118.784517,-6.784523
2018-12-11,0.164812,118.980288,-7.088000
2018-12-12,-0.241795,118.692600,-8.184326
2018-12-13,0.032840,118.731579,-7.994989
2018-12-14,-0.401263,118.255154,-8.570654
2018-12-17,-0.480935,117.686424,-9.955671
2018-12-18,-2.742430,114.458956,-12.891087
2018-12-19,1.649056,116.346449,-11.074472
2018-12-20,-0.634455,115.608283,-11.258655
2018-12-21,-0.415049,115.128452,-11.331008
2018-12-24,0.214858,115.375814,-11.325664
2018-12-25,-0.013407,115.360346,-10.659606
2018-12-26,0.047597,115.415254,-10.666556
2018-12-27,-0.077257,115.326088,-10.533954
2018-12-28,0.806175,116.255819,-10.063567
2018-12-31,-1.084022,114.995580,-11.049731
2019-01-01,-0.078604,114.905189,-10.864253
2019-01-02,-0.379232,114.469432,-12.259547
2019-01-03,-1.148683,113.154541,-12.580117
2019-01-04,2.313712,115.772611,-9.989923
2019-01-07,-0.353618,115.363218,-10.298540
2019-01-08,0.828847,116.319402,-9.385523
2019-01-09,-0.118568,116.181484,-9.654565
2019-01-10,-0.616036,115.465765,-8.277948
2019-01-11,0.256980,115.762489,-10.602477
2019-01-14,-0.246873,115.476702,-10.373393
2019-01-15,-0.135922,115.319744,-10.354837
2019-01-16,1.206403,116.710965,-9.155051
2019-01-17,0.109749,116.839054,-8.650887
2019-01-18,1.028338,118.040555,-7.490505
2019-01-21,-0.693220,117.222274,-8.249631
2019-01-22,-0.417038,116.733413,-8.147959
2019-01-23,0.316937,117.103384,-7.738260
2019-01-24,-0.365981,116.674807,-7.319778
2019-01-25,2.340875,119.406019,-2.573142
2019-01-28,-1.391698,117.744247,-3.827787
2019-01-29,0.801204,118.687619,-1.788288
2019-01-30,0.558344,119.350304,-2.387970
2019-01-31,0.667807,120.147333,-3.482930
2019-02-01,-0.316375,119.767217,-4.570410
2019-02-04,0.152362,119.949697,-4.826275
2019-02-05,0.341940,120.359853,-4.500408
2019-02-06,0.570809,121.046878,-3.374719
2019-02-07,-0.023373,121.018586,-2.633905
2019-02-08,-0.576434,120.320993,-3.602756
2019-02-11,-0.771984,119.392133,-4.746784
2019-02-12,-0.300716,119.033103,-4.642457
